175	88	Op	3	+	180201	180995	752
176	88	Op	4	+	181014	181763	836
177	89	Tu	1	-	181814	182125	543
178	90	Op	1	-	182258	183613	1598
179	90	Op	2	-	183704	184195	514
180	91	Tu	1	+	184384	184953	620
181	92	Op	1	-	184998	185738	875
182	92	Op	2	-	185750	187333	1825
183	93	Tu	1	-	187892	188188	416
184	94	Op	1	+	188361	189074	731
185	94	Op	2	+	189079	189924	943
186	94	Op	3	+	189935	190447	589
187	95	Tu	1	+	190681	192186	1676
188	96	Tu	1	+	192463	193953	1799
189	97	Tu	1	-	194180	195163	1271
190	98	Op	1	+	195499	196065	540
191	98	Op	2	+	196085	199624	3495
192	98	Op	3	+	199640	201229	1383
193	98	Op	4	+	201244	201507	381
194	99	Op	1	+	201762	202241	377
195	99	Op	2	+	202286	202765	733
196	99	Op	3	+	202851	204239	1231
197	99	Op	4	+	204258	204803	738
198	99	Op	5	+	204897	207053	2799
199	100	Op	1	+	207215	208111	1040
200	100	Op	2	+	208123	209121	1203
201	100	Op	3	+	209215	210711	2057
202	101	Tu	1	-	212329	212634	117
203	102	Op	1	+	213061	213903	775
204	102	Op	2	+	213977	215875	2408
205	102	Op	3	+	215899	217329	1706
206	103	Op	1	+	217452	218918	1473
207	103	Op	2	+	218939	219757	1011
208	104	Tu	1	+	219895	220638	580
209	105	Tu	1	-	220656	221222	416
210	106	Op	1	+	221360	221767	463
211	106	Op	2	+	221864	222376	504
212	106	Op	3	+	222389	223063	724
213	107	Op	1	+	223206	224141	1069
214	107	Op	2	+	224186	224584	419
215	108	Tu	1	-	224682	225434	979
216	109	Op	1	+	225732	226970	1647
217	109	Op	2	+	226972	227406	711
218	110	Tu	1	+	227584	228519	1078
219	111	Tu	1	-	228558	229205	565
220	112	Tu	1	+	229560	230120	782
221	113	Op	1	+	230289	230426	157
222	113	Op	2	+	230516	231433	1080
223	113	Op	3	+	231447	232583	1474
224	114	Op	1	-	232620	234050	1603
225	114	Op	2	-	234077	235411	1367
226	115	Tu	1	-	235585	236346	720
227	116	Tu	1	+	236593	237135	477
228	117	Op	1	+	237267	238634	999
229	117	Op	2	+	238655	239818	1578
230	118	Op	1	+	239947	240387	380
231	118	Op	2	+	240403	242889	2778
232	118	Op	3	+	242911	243117	286
233	119	Op	1	-	243161	244531	1115
234	119	Op	2	-	244531	244920	418
235	120	Tu	1	+	245070	246398	1481
236	121	Op	1	-	246442	247062	629
237	121	Op	2	-	247084	248058	1153
238	122	Op	1	+	248345	248680	441
239	122	Op	2	+	248677	248988	528
240	123	Op	1	-	249084	250130	1092
241	123	Op	2	-	250173	250757	738
242	124	Op	1	+	251032	251766	804
243	124	Op	2	+	251817	252650	765
244	124	Op	3	+	252667	253203	576
245	125	Tu	1	-	253226	254578	1563
246	126	Tu	1	+	254765	255451	839
247	127	Tu	1	+	255637	257373	2014
248	128	Tu	1	+	257499	258644	1176
249	129	Op	1	-	258696	259388	687
250	129	Op	2	-	259385	260866	1555
251	130	Tu	1	+	261053	262030	1190
252	131	Tu	1	+	262215	263180	1170
253	132	Tu	1	+	263399	264442	1043
254	133	Op	1	+	264616	265419	910
255	133	Op	2	+	265471	266682	1569
256	134	Op	1	-	266792	267211	297
257	134	Op	2	-	267208	267447	301
258	135	Op	1	-	267548	268360	742
259	135	Op	2	-	268335	269927	1049
260	136	Op	1	+	270050	273061	3849
261	136	Op	2	+	273054	273887	549
262	136	Op	3	+	273897	275150	1414
263	137	Op	1	+	275285	276223	1167
264	137	Op	2	+	276230	277450	997
265	137	Op	3	+	277540	278601	1194
266	137	Op	4	+	278667	280022	1714
267	137	Op	5	+	280047	281270	1783
268	138	Tu	1	+	281718	284012	1577
269	139	Tu	1	+	284469	285827	1455
270	140	Tu	1	+	286235	287362	1315
271	141	Op	1	-	287413	288597	1284
272	141	Op	2	-	288613	289128	347
273	142	Op	1	+	289205	289306	81
274	142	Op	2	+	289321	290007	754
275	142	Op	3	+	290004	290948	1084
276	142	Op	4	+	290964	291605	816
277	143	Tu	1	+	292195	293598	1647
278	144	Op	1	+	293750	294184	484
279	144	Op	2	+	294189	294824	828
280	145	Tu	1	-	294867	295700	562
281	146	Op	1	+	295884	297626	1378
282	146	Op	2	+	297617	299650	1702
283	146	Op	3	+	299661	300095	412
284	147	Tu	1	-	300365	300460	159
285	148	Op	1	+	300706	302478	2219
286	148	Op	2	+	302493	302930	531
287	148	Op	3	+	302945	304099	1462
288	149	Op	1	-	304168	305283	881
289	149	Op	2	-	305362	306000	487
290	150	Op	1	+	306345	307499	1332
291	150	Op	2	+	307512	308219	638
292	150	Op	3	+	308216	309445	1195
293	151	Op	1	-	309500	310204	652
294	151	Op	2	-	310204	311679	1633
295	152	Tu	1	+	311822	312289	523
296	153	Tu	1	+	312420	313172	888
297	154	Op	1	+	313333	313980	874
298	154	Op	2	+	313985	314992	976
299	154	Op	3	+	315005	315844	1053
300	154	Op	4	+	315866	316654	1057
301	155	Op	1	+	316884	317990	1067
302	155	Op	2	+	318011	319018	1092
303	155	Op	3	+	319033	319509	429
304	155	Op	4	+	319545	320840	1143
305	156	Tu	1	-	320988	321860	745
306	157	Op	1	+	321989	323491	1495
307	157	Op	2	+	323488	324774	1342
308	157	Op	3	+	324802	325650	996
309	157	Op	4	+	325668	325958	296
310	158	Op	1	+	326168	327088	895
311	158	Op	2	+	327090	327926	761
312	159	Tu	1	-	328010	328210	365
313	160	Tu	1	-	328317	329798	1664
314	161	Tu	1	-	330000	330110	75
315	162	Tu	1	+	330616	331215	818
316	163	Tu	1	-	331285	331575	193
317	164	Op	1	+	331830	332645	1068
318	164	Op	2	+	332650	334107	1128
319	164	Op	3	+	334104	335471	1339
320	164	Op	4	+	335471	337204	1642
321	164	Op	5	+	337192	338016	783
322	164	Op	6	+	338017	339120	1016
323	165	Tu	1	-	339177	339875	689
324	166	Tu	1	-	340127	341653	1442
325	167	Tu	1	+	341874	342275	555
326	168	Tu	1	-	342319	343098	608
327	169	Op	1	+	343259	344062	964
328	169	Op	2	+	344055	344873	950
329	169	Op	3	+	344904	345380	680
330	169	Op	4	+	345397	346248	620
331	169	Op	5	+	346263	347153	974
332	169	Op	6	+	347166	348155	902
333	169	Op	7	+	348165	348584	626
334	170	Tu	1	-	348763	349572	824
335	171	Tu	1	+	349766	350374	834
336	172	Tu	1	+	350522	351502	1005
337	173	Tu	1	+	351652	352860	1538
338	174	Op	1	+	352991	353692	1052
339	174	Op	2	+	353788	354489	1000
340	175	Op	1	+	354789	355358	781
341	175	Op	2	+	355404	356690	1088
342	176	Tu	1	-	356730	357695	1164
343	177	Op	1	-	357896	360055	2131
344	177	Op	2	-	360036	360413	267
345	177	Op	3	-	360415	360639	396
346	178	Op	1	+	361152	361625	581
347	178	Op	2	+	361622	363772	1985
348	178	Op	3	+	363779	363916	226
349	179	Tu	1	+	365424	365522	101
350	180	Tu	1	-	365586	366278	43
351	181	Op	1	+	366574	367956	676
352	181	Op	2	+	367937	369124	245
353	181	Op	3	+	369150	371039	937
354	181	Op	4	+	371064	371729	554
355	181	Op	5	+	371783	371869	104
356	181	Op	6	+	371892	371972	195
357	181	Op	7	+	372005	372097	123
358	181	Op	8	+	372167	372259	204
359	182	Op	1	+	372362	372646	324
360	182	Op	2	+	372650	373108	335
361	182	Op	3	+	373175	374137	395
362	182	Op	4	+	374148	374888	642
363	182	Op	5	+	374909	375955	563
364	182	Op	6	+	376018	376689	371
365	182	Op	7	+	376725	377162	304
366	182	Op	8	+	377189	378379	641
367	182	Op	9	+	378369	381479	882
368	183	Op	1	+	381828	382292	169
369	183	Op	2	+	382321	383028	350
370	183	Op	3	+	383052	383405	242
371	184	Op	1	+	385238	386788	512
372	184	Op	2	+	386769	387377	368
373	185	Op	1	+	387841	388680	1097
374	185	Op	2	+	388703	389185	642
375	186	Tu	1	+	389351	390796	1135
376	187	Tu	1	+	391494	392750	1436
377	188	Tu	1	+	393049	394911	2174
378	189	Tu	1	+	395114	396532	1698
379	190	Tu	1	+	396657	398063	1536
380	191	Tu	1	+	398420	399337	1095
381	192	Tu	1	-	399389	399838	564
382	193	Tu	1	-	399977	400483	742
383	194	Tu	1	-	400615	401568	1292
384	195	Op	1	+	401736	402098	246
385	195	Op	2	+	402114	402524	340
386	196	Tu	1	-	402571	403398	714
387	197	Op	1	+	403540	404508	844
388	197	Op	2	+	404531	405490	830
389	198	Tu	1	-	405504	405851	277
390	199	Tu	1	+	405963	406580	896
391	200	Tu	1	+	406767	407780	1056
392	201	Tu	1	-	407851	408699	778
393	202	Tu	1	-	408888	409214	430
394	203	Op	1	+	409345	409623	226
395	203	Op	2	+	409628	410563	912
396	204	Op	1	+	410734	411330	868
397	204	Op	2	+	411373	412218	1138
398	205	Op	1	+	412348	413109	821
399	205	Op	2	+	413122	414522	1362
400	205	Op	3	+	414610	415260	672
401	206	Tu	1	+	415435	416763	1181
402	207	Tu	1	-	416788	418596	2022
403	208	Tu	1	+	418742	419251	323
404	209	Op	1	+	419382	420110	943
405	209	Op	2	+	420163	420633	437
406	210	Tu	1	-	420709	420882	335
407	211	Tu	1	-	420995	421969	1033
408	212	Tu	1	+	422000	422572	657
409	213	Tu	1	-	422639	424165	1478
410	214	Tu	1	+	424369	426018	1613
411	215	Tu	1	+	426127	426861	909
412	216	Tu	1	+	426995	428410	2003
413	217	Tu	1	+	428555	428788	415
414	218	Tu	1	-	428953	429972	802
415	219	Op	1	+	430209	431162	960
416	219	Op	2	+	431163	432680	1517
417	220	Op	1	+	432822	433277	682
418	220	Op	2	+	433311	434831	1331
419	220	Op	3	+	434842	435396	482
420	221	Tu	1	-	435518	436369	834
421	222	Op	1	+	436724	438910	2468
422	222	Op	2	+	438973	439314	525
423	223	Op	1	+	439470	440705	1238
424	223	Op	2	+	440702	443413	2674
425	223	Op	3	+	443410	444354	992
426	224	Tu	1	-	444393	445421	1178
427	225	Op	1	-	445585	445929	387
428	225	Op	2	-	445930	446355	485
429	226	Op	1	+	446571	447308	945
430	226	Op	2	+	447310	448521	1042
431	227	Op	1	+	448650	449429	723
432	227	Op	2	+	449502	450146	985
433	228	Tu	1	-	450206	450952	560
434	229	Op	1	+	451131	452057	958
435	229	Op	2	+	452062	453486	1764
436	229	Op	3	+	453508	453969	611
437	229	Op	4	+	453966	454943	1056
438	230	Tu	1	+	455132	455665	408
439	231	Tu	1	-	455753	456184	577
440	232	Tu	1	+	456329	457474	1309
441	233	Tu	1	+	457649	459028	1629
442	234	Tu	1	+	459202	460776	1904
443	235	Op	1	+	460952	461395	466
444	235	Op	2	+	461411	462058	654
445	236	Tu	1	+	462164	463195	966
446	237	Tu	1	-	463238	463552	439
447	238	Tu	1	-	463747	465987	3108
448	239	Tu	1	-	466113	466289	109
449	240	Tu	1	+	466289	466480	357
450	241	Op	1	+	466651	466917	407
451	241	Op	2	+	466917	468644	2198
452	242	Op	1	-	468689	469723	950
453	242	Op	2	-	469804	470541	634
454	242	Op	3	-	470596	472881	1634
455	243	Tu	1	+	473234	474517	1904
456	244	Tu	1	+	474629	475291	588
457	245	Op	1	-	475338	477260	2303
458	245	Op	2	-	477284	478201	975
459	245	Op	3	-	478198	478950	710
460	246	Tu	1	-	479086	480645	1500
461	247	Tu	1	+	480810	483068	2584
462	248	Tu	1	+	483194	485224	2188
463	249	Tu	1	+	485378	485488	176
464	250	Op	1	+	485806	486111	424
465	250	Op	2	+	486111	487580	1991
466	250	Op	3	+	487580	489010	1774
467	250	Op	4	+	489029	490117	1242
468	251	Op	1	+	490317	491690	1628
469	251	Op	2	+	491691	491819	175
470	252	Tu	1	+	492104	492421	410
471	253	Tu	1	-	492464	493429	658
472	254	Op	1	+	493707	494726	1220
473	254	Op	2	+	494793	496169	1391
474	254	Op	3	+	496162	497259	1120
475	254	Op	4	+	497271	498200	1085
476	255	Tu	1	+	498397	499983	1724
477	256	Op	1	+	500539	501237	614
478	256	Op	2	+	501246	501890	842
479	257	Tu	1	+	502240	502671	242
480	258	Tu	1	+	502784	503170	605
481	259	Tu	1	-	503217	503552	462
482	260	Tu	1	+	503850	505241	1869
483	261	Tu	1	+	505516	505896	530
484	262	Op	1	+	506049	507215	955
485	262	Op	2	+	507314	508024	738
486	263	Tu	1	+	508657	509607	1289
487	264	Op	1	+	509831	510169	254
488	264	Op	2	+	510169	510900	820
489	264	Op	3	+	510917	511696	936
490	264	Op	4	+	511716	513815	1902
491	264	Op	5	+	513838	514578	896
492	264	Op	6	+	514654	515748	928
493	265	Op	1	+	515950	516399	257
494	265	Op	2	+	516403	517851	964
495	266	Op	1	+	517961	519865	2093
496	266	Op	2	+	519901	520620	562
497	267	Op	1	-	520668	521405	1013
498	267	Op	2	-	521407	523575	2490
499	268	Tu	1	+	523854	525851	2128
500	269	Tu	1	+	525969	528788	2933
501	270	Tu	1	+	528960	529754	822
502	271	Op	1	+	529920	530807	1006
503	271	Op	2	+	530807	531802	949
504	271	Op	3	+	531836	532771	1017
505	272	Tu	1	+	533005	533928	1157
506	273	Tu	1	+	534042	534560	627
507	274	Tu	1	-	534605	535198	782
508	275	Tu	1	+	535394	535912	546
509	276	Tu	1	-	535933	536337	471
510	277	Op	1	+	536801	540160	4087
511	277	Op	2	+	540185	540568	366
512	278	Op	1	+	540742	541251	459
513	278	Op	2	+	541281	543068	1514
514	278	Op	3	+	543094	543501	405
515	279	Tu	1	+	543735	543935	358
516	280	Tu	1	+	544052	544162	127
517	281	Tu	1	+	544722	546053	1672
518	282	Tu	1	+	546254	548131	1727
519	283	Op	1	+	548257	548952	451
520	283	Op	2	+	548945	549637	334
521	284	Tu	1	+	549806	550990	1716
522	285	Op	1	+	551161	552627	1596
523	285	Op	2	+	552666	553457	928
524	286	Tu	1	-	553538	554200	640
525	287	Op	1	+	554454	556169	1756
526	287	Op	2	+	556169	557938	2122
527	288	Tu	1	+	558348	558953	588
528	289	Op	1	+	559092	560171	1190
529	289	Op	2	+	560176	560844	832
530	290	Op	1	-	560902	561465	571
531	290	Op	2	-	561465	562433	824
532	290	Op	3	-	562449	563099	572
533	291	Op	1	-	563267	564292	970
534	291	Op	2	-	564292	564951	663
535	292	Tu	1	+	565268	567481	2243
536	293	Tu	1	+	567886	570300	2985
537	294	Op	1	-	570355	570579	237
538	294	Op	2	-	570676	571119	404
539	295	Op	1	-	571295	572125	897
540	295	Op	2	-	572139	572774	829
541	295	Op	3	-	572787	573428	682
542	296	Tu	1	+	574264	575895	1841
543	297	Tu	1	+	576002	576250	335
544	298	Op	1	+	576646	578370	1476
545	298	Op	2	+	578374	579201	721
546	299	Op	1	+	579584	580747	886
547	299	Op	2	+	580760	582538	1653
548	300	Tu	1	-	582563	583270	730
549	301	Op	1	+	583498	584424	997
550	301	Op	2	+	584473	585264	1230
551	301	Op	3	+	585257	586057	952
552	302	Tu	1	+	586172	589186	2694
553	303	Tu	1	-	589255	589578	467
554	304	Tu	1	-	589830	590438	883
555	305	Op	1	+	590769	591551	669
556	305	Op	2	+	591548	592228	648
557	306	Tu	1	-	592263	592718	496
558	307	Op	1	+	592801	592896	81
559	307	Op	2	+	592893	593522	882
560	308	Tu	1	+	593692	594033	332
561	309	Tu	1	+	594136	595101	870
562	310	Op	1	+	595472	597391	1573
563	310	Op	2	+	597357	597680	490
564	310	Op	3	+	597695	598051	550
565	310	Op	4	+	598082	598438	440
566	310	Op	5	+	598454	599233	977
567	310	Op	6	+	599253	599948	1055
568	311	Op	1	+	600079	601392	1409
569	311	Op	2	+	601469	601717	171
570	311	Op	3	+	601726	602814	1157
571	311	Op	4	+	602823	603932	1225
572	311	Op	5	+	603922	604509	548
573	312	Op	1	+	604682	605692	1009
574	312	Op	2	+	605786	606814	945
575	312	Op	3	+	606811	607257	513
576	313	Op	1	+	607398	608468	1299
577	313	Op	2	+	608547	609920	1623
578	314	Tu	1	+	610223	611770	1999
579	315	Op	1	+	612402	612755	413
580	315	Op	2	+	612785	613900	1170
581	315	Op	3	+	613916	614293	430
582	316	Op	1	+	614616	615311	616
583	316	Op	2	+	615336	616631	1423
584	316	Op	3	+	616636	616938	155
585	317	Tu	1	+	617170	617745	435
586	318	Tu	1	-	617800	619278	1289
587	319	Op	1	+	619452	620204	724
588	319	Op	2	+	620283	620513	414
589	319	Op	3	+	620547	623333	2668
590	320	Tu	1	+	623554	624723	1180
591	321	Tu	1	+	625021	626844	1615
592	322	Op	1	-	626879	627343	354
593	322	Op	2	-	627415	628077	881
594	322	Op	3	-	628081	629001	1165
595	322	Op	4	-	629004	629639	914
596	322	Op	5	-	629643	630827	1357
597	323	Tu	1	-	631463	632353	955
598	324	Tu	1	+	632519	633550	1152
599	325	Tu	1	-	633895	634143	270
600	326	Tu	1	+	635023	637668	3159
601	327	Tu	1	+	638002	640008	1784
602	328	Tu	1	-	640078	640776	695
603	329	Tu	1	+	641088	643046	2089
604	330	Op	1	+	643170	644594	428
605	330	Op	2	+	644663	645574	1091
606	331	Op	1	+	645762	648410	3168
607	331	Op	2	+	648510	649352	839
608	331	Op	3	+	649349	649948	741
609	332	Op	1	+	650128	650610	531
610	332	Op	2	+	650626	652035	1570
611	332	Op	3	+	652035	652964	1068
612	333	Op	1	+	653151	654254	988
613	333	Op	2	+	654268	655788	1089
614	333	Op	3	+	655778	657361	1211
615	333	Op	4	+	657358	658620	1088
616	333	Op	5	+	658635	660701	1976
617	333	Op	6	+	660703	661551	869
618	333	Op	7	+	661567	661878	416
619	334	Op	1	-	661925	663079	1263
620	334	Op	2	-	663095	663817	843
621	334	Op	3	-	663810	665273	1569
622	335	Tu	1	+	665462	666550	1146
623	336	Op	1	+	666709	667854	1161
624	336	Op	2	+	667936	668313	563
625	337	Tu	1	+	668593	668880	279
626	338	Tu	1	+	669036	671633	3158
627	339	Op	1	-	671678	672721	936
628	339	Op	2	-	672705	673811	1012
629	339	Op	3	-	673814	674809	1147
630	339	Op	4	-	674809	675753	801
631	340	Op	1	-	676023	676658	414
632	340	Op	2	-	676655	677728	1001
633	341	Tu	1	+	677972	679642	1890
634	342	Tu	1	-	679721	680071	301
635	343	Op	1	+	680162	681103	1038
636	343	Op	2	+	681103	682155	1093
637	343	Op	3	+	682171	683223	1377
638	343	Op	4	+	683223	684179	1271
639	343	Op	5	+	684220	685290	604
640	344	Tu	1	+	685710	686210	441
641	345	Op	1	+	686324	686524	276
642	345	Op	2	+	686585	686944	618
643	346	Tu	1	-	686990	687340	423
644	347	Tu	1	+	687438	687797	531
645	348	Op	1	+	687923	688357	579
646	348	Op	2	+	688375	688890	542
647	349	Op	1	-	688906	690081	1106
648	349	Op	2	-	690175	691203	963
649	350	Op	1	+	691316	692146	533
650	350	Op	2	+	692211	693083	903
651	351	Op	1	+	693358	693582	275
652	351	Op	2	+	693671	694345	742
653	351	Op	3	+	694359	695384	963
654	352	Op	1	+	695532	696395	994
655	352	Op	2	+	696436	697827	1367
656	353	Op	1	+	698015	700024	2502
657	353	Op	2	+	700124	700399	132
658	354	Tu	1	-	700458	701063	556
659	355	Tu	1	-	701184	703382	2330
660	356	Op	1	+	703541	704311	1003
661	356	Op	2	+	704320	704892	770
662	356	Op	3	+	704911	705798	915
663	357	Tu	1	+	705926	706543	671
664	358	Tu	1	-	706593	707696	1452
665	359	Tu	1	+	707882	708304	526
666	360	Tu	1	+	708578	709117	532
667	361	Op	1	-	709169	710935	1534
668	361	Op	2	-	710925	712652	1384
669	362	Tu	1	+	712778	713545	616
670	363	Op	1	+	713806	715014	1347
671	363	Op	2	+	715111	715674	878
672	364	Op	1	-	715720	716244	442
673	364	Op	2	-	716296	717165	990
674	365	Tu	1	+	717299	717979	781
675	366	Tu	1	+	718135	719118	1240
676	367	Op	1	+	719276	719755	627
677	367	Op	2	+	719748	720269	594
678	368	Tu	1	+	720439	720648	285
679	369	Op	1	-	720722	721732	1017
680	369	Op	2	-	721756	722763	656
681	369	Op	3	-	722753	723421	670
682	369	Op	4	-	723414	725708	2104
683	370	Tu	1	+	725989	728157	2432
684	371	Tu	1	+	728372	729196	695
685	372	Tu	1	-	729256	730071	1136
686	373	Op	1	+	730198	731160	633
687	373	Op	2	+	731141	731440	343
688	373	Op	3	+	731457	731747	322
689	374	Op	1	-	731907	732620	376
690	374	Op	2	-	732625	733257	434
691	374	Op	3	-	733268	733633	199
692	375	Op	1	-	734004	734951	318
693	375	Op	2	-	735047	735166	226
694	376	Tu	1	+	735560	736336	773
695	377	Tu	1	+	736578	738470	1033
696	378	Op	1	+	738899	739207	514
697	378	Op	2	+	739240	739584	483
698	378	Op	3	+	739597	739884	502
699	379	Tu	1	+	740121	740534	441
700	380	Tu	1	-	740605	741420	643
701	381	Op	1	+	741592	742656	1473
702	381	Op	2	+	742670	742990	454
703	382	Op	1	+	743323	743754	718
704	382	Op	2	+	743747	744199	569
705	383	Op	1	+	744303	745148	1026
706	383	Op	2	+	745158	746504	1420
707	383	Op	3	+	746506	746736	490
708	383	Op	4	+	746736	747617	1208
709	383	Op	5	+	747631	748446	803
710	384	Op	1	+	748813	748941	191
